10;MODELO;PESPONTO;PESP.;COLADEIRA;COLADEIRA;;;;;;;;;;;;;;COSTURA;TRISSE;;;
;1490A794;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1490A848;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1490A867;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1490A868;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1490A869;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1490A872;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1490A905;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1490A906;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1490A907;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1490B135;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1490B187;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0,2358;;;
;1490B188;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;1490B199;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1490B199-D;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1490B200;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1490B200-D;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1490B224;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;1490B225;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;1490B354;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1490B355;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1490B433;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1490B434;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1500A764;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1500A764GIG;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1500A774;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,2358;;;
;1500A774GIG;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,2358;;;
;1500A775;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,2358;;;
;1500A775GIG;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,2358;;;
;1500A776;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1500A776GIG;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1500A777;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,2358;;;
;1500A777GIG;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,2358;;;
;1500A778;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1500A778GIG;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1500A796GIG;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1500A841;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,2358;;;
;1500A842;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1500A843;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1500A908;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,7073;;;
;1500A909;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,2358;;;
;1500A910;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1500A910GIG;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1500A962;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,1769;;;
;1500B103;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,2358;;;
;1500B206;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;1,5088;;;
;1500B206GIG;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;1,5088;;;
;1500B207;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;1500B207GIG;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;1502A777;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1510B287;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;1510B288;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1510B289;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;2,7025;;;
;1510B290;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1510B293;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;1,08;;;
;1510B303;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;1,5134;;;
;1510B304;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1510B358;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1510B495;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;1510B496;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1510B497;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;15191;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;2,5932;0;;;
;15192;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;2,5932;0;;;
;15193;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;2,5932;0;;;
;1520B235;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;1520B236;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;1520B237;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;1520B238;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;1520B239;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;5,432;;;
;1520B240;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;1520B241;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;1530B315;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1530B316;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1530B317;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1530B318;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,4108;;;
;1530B319;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1540B306;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1540B307;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1540B308;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1540B309;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;1540B310;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1540B311;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;1540B312;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1550B320;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1550B321;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1550B322;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1550B323;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1550B324;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1550B325;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;155833;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;155869;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;155A593;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,448;;;
;155A594;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;155A71;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;1,7681;;;
;155A73;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;155A86;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;155B46;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;155B90;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;155C31;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,2358;;;
;1560B336;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1560B337;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1560B338;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1560B339;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1560B340;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;1,2972;;;
;1560B341;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1560B396;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1570B342;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1570B343;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1590B326;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1590B326-B;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1590B326-D;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1590B326-F;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1590B327;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,9189;;;
;1590B327-B;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,9189;;;
;1590B327-D;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,9189;;;
;1590B327-F;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,9189;;;
;1590B328;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,6486;;;
;1590B328-B;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,6486;;;
;1590B328-F;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,6486;;;
;1590B329;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1590B329-B;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1590B329-F;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1590B330;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1590B330-B;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1590B330-C;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1590B330-D;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1590B330-F;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1590B331;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1590B331-B;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1590B332;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1590B333;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1590B333-B;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1590B333-F;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1590B334;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1590B334-B;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1590B335;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1590B356;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1590B357;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1590B394;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1590B394-C;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1590B394-D;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1590B400;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1590B400-B;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1590B400-D;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1590B400-F;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1590B401;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1590B401-B;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1590B401-D;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1590B401-F;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1590B402;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1590B402-B;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1590B403;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1590B403-B;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1591B326-D;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1591B328-B;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,6486;;;
;1591B330-B;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1591B330-D;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1591B331-B;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1591B332-B;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1591B332-D;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1591B333-B;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1591B334-B;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1600B344;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1600B345;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1600B346;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1600B347;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1600B348;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1600B349;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1610B350;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,2358;;;
;1610B351;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1610B352;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1610B353;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1620B326;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1620B327;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,9189;;;
;1620B328;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,6486;;;
;1620B329;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1620B330;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1620B330-B;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1620B331;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1620B331-B;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1620B331-C;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1620B331-D;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1620B331-F;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1620B332;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1620B332-B;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1620B332-D;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1620B333;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1620B333-B;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1620B333-F;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1620B334;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1620B334-B;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1620B334-D;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1620B334-F;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1620B335;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1620B335-B;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1620B335-D;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1620B335-F;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1620B357;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1620B361;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1620B395;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1620B395-B;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1620B395-F;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1620B400;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1620B400-B;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1620B401;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1620B401-B;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1620B402;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1620B402-B;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1620B402-D;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1620B402-F;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1620B403;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1620B403-B;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1620B403-F;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1620B524;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1621B333-B;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1630B404;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1630B404-B;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1630B405;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1630B405-B;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1630B406;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1630B406-B;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1630B407;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1630B407-B;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1630B408;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1630B408-B;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1630B409;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,8648;;;
;1630B409-B;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,8648;;;
;1630B420;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1630B420-B;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1630B421;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;1,25;;;
;1630B421-B;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;1,25;;;
;1630B422;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1630B422-B;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1640B384;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1640B385;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;1640B386;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1640B387;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;1640B388;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1640B389;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;1640B398;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1640B399;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1640B487;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1640B576;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;1650B378;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;1650B379;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;1650B380;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;1650B381;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;1650B382;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;1650B383;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;1650B536;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;1660B410;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1660B412;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,2358;;;
;1660B414;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1660B423;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1665B410;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1665B412;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,2358;;;
;1665B414;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1665B423;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1670B411;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1670B413;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1670B415;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1670B428;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1680B437;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1680B438;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1680B439;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1680B440;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1680B441;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1680B442;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1680B443;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1680B444;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1685B437;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1685B438;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1685B439;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1685B440;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1685B441;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1685B442;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1685B443;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1685B444;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1690B447;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1690B448;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1690B449;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1690B450;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1690B473;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1690B474;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1700B452;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1700B452GIG;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1700B453;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1700B453GIG;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1700B454;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1700B454GIG;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1700B455;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,1769;;;
;1700B455GIG;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1700B461;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1700B461GIG;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1700B462;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,1769;;;
;1700B462GIG;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,1769;;;
;1700B545;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1700B604;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1700B605;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1710B256;3,52;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1710B456;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1710B463;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1710B464;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1710B465;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1710B466;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1710B467;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1720B457;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1720B458;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1720B459;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1720B460;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1720B606;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1720B607;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1730B468;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1730B469;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1730B470;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1730B471;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1730B472;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1730B608;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1730B609;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1740B483;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1740B484;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1750B475;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;1750B476;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;1750B477;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1750B478;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
