10;MODELO;PESPONTO;PESP.;COLADEIRA;COLADEIRA;;;;;;;;;;;;;;COSTURA;TRISSE;;;
;801A653-C;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;801A653-D;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;801A653-E;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;801A818;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;801A820;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;801A834-D;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;801A870-B;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;801A870-C;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;801A870-E;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;801B197-D;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;801B204-D;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;801B223-B;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;801B223-D;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;801B223-E;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;801B227-C;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;805A253;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;805A254;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;805A255;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;2,0628;;;
;805A256;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;2,7464;;;
;805A257;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;2,0629;;;
;805A258;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;2,7464;;;
;805A335;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;805A538;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;805A539;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;1,5324;;;
;805A608;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;805A726;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;805A730;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;805A734;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;1,002;;;
;805A735;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;1,4145;;;
;805A736;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;2,5579;;;
;805A831;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;805B219;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;805B220;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;805B513;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;805B514;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;805B535;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;1,5;;;
;805B582;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;805B583;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;1;;;
;805B629;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;805B630;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;810A194GIG;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;810A195;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;810A195GIG;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;810A196;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;810A196GIG;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;812A195;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;812A195GIG;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;814A507;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;814A508;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;814A509;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;814A510;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;814A581;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;814A605;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;814A650;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;814A651;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;815A507;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;815A508;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;815A509;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;815A510;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;815A581;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;815A592;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;815A605;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;815A650;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,5658;;;
;815A651;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;824A499;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;824A500;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;824A501;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;824A502;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;824A503;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;824A504;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;824A505;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;824A506;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;824A646;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;2,2985;;;
;824A647;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;825A499;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;2,2985;;;
;825A500;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;825A501;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;2,2985;;;
;825A502;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;825A503;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;1,5324;;;
;825A504;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;2,5579;;;
;825A505;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;1,2849;;;
;825A506;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;2,2985;;;
;825A551;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;825A646;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;2,2985;;;
;825A647;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;830A231-BO;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;834A230;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;834A231;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;834A370;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;834A371;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;834A373;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;834A514;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;835A369;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;835A370;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,8958;;;
;835A371;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;835A372;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;835A373;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;835A513;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;835A514;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,4125;;;
;860A261;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;1,3674;;;
;860A262;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;1,3674;;;
;860A264;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;1,3674;;;
;860A265;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;1,3674;;;
;860A267;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;1,3674;;;
;860A269;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,9902;;;
;860A270;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,9902;;;
;860A274;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,9902;;;
;860A338;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;1,3674;;;
;860A357;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;1,3674;;;
;860A361;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,9902;;;
;861A261;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;1,3674;;;
;861A261-A;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;861A261-B;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;861A261-C;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;1,3674;;;
;861A261-D;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;1,3674;;;
;861A261-E;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;1,3674;;;
;861A264;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;861A265;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;861A268;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;861A269;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;861A270;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;861A274;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;861A361;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;861A361-C;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;861A361-D;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,9902;;;
;861A361-E;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,9902;;;
;880A214;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,7662;;;
;880A215;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;2,0629;;;
;880A217;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,554;;;
;880A218;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;880A219;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;1,9214;;;
;880A221;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;2,0629;;;
;880A225;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;2,0629;;;
;880A246;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;880A276;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;2,4754;;;
;880A281;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;2,7111;;;
;880A390;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;6,0352;;;
;880A391;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;3,4655;;;
;880A392;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,7662;;;
;880A457;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;2,4989;;;
;880A527;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;880A543;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;2,4989;;;
;880A550;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;4,9861;;;
;880A623;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;880A624;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;880A648;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;880A655;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;880A821;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;880A825;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;890A303;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;890A317;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;1,3791;;;
;890A318;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,554;;;
;890A319;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;890A320;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;1,3791;;;
;890A321;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;890A322;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;890A400;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;890A401;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;1,5324;;;
;890A402;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,5069;;;
;890A499;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;890A500;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;890A517;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;890A518;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;1,2785;;;
;890A528;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;890A540;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;2,5579;;;
;890A540PIG;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;890A60;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;890A617;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;890A648;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;1,5088;;;
;890A649;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,33;;;
;890A828;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,9665;;;
;890A829;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,1769;;;
;890A848;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;890A848-B;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;890A848-E;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;890A849;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;1,5324;;;
;890A850;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;890B132;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;890B138;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;890B195;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;890B196;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;1,6267;;;
;890B203;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;890B208;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;1,6267;;;
;890B256;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;890B257;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;890B284;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;890B284-E;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;890B294;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;1,3791;;;
;890B431;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;890B432;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;890D91;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;1,9214;;;
;890D92;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;890D92PIG;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;891B195-D;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;900A287;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;1,3791;;;
;900A288;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;900A290;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;900A291;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;900A292;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;1,3791;;;
;900A386;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;900A542;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;900A549;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;1,662;;;
;900A554;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;900A555;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;1,3791;;;
;900A557;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;900A700;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;900A701;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;900A703;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;900A704;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,8251;;;
;90427;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;90428;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;90430;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;90431;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;90432;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;90434;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;90435;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;905A800;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;905A800-A;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;905A800-B;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;905A800-C;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;905A800-D;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;905A800-E;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;905A800PIG;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;905A806;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;905A806-A;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;905A806-B;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;905A806-C;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;905A806-D;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;905A806-E;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;905A807;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;905A807-A;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;905A807-B;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;905A807-C;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;905A807-D;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;905A807-E;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;905A808;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;905A808-A;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;905A808-C;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;905A808-E;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;905A838;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;905A838-A;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;905A838-B;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;905A838-C;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;905A838-D;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;905A838-E;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;90962;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;90A156;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;90A163;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;90A79;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;90C33;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;90C34;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;910A677;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;914A519;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;914A520;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;914A521;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;1,5324;;;
;914A523;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;914A524;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;914B262;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;914B263;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;915A254;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;915A519;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;915A520;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;1,5324;;;
;915A521;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;1,5324;;;
;915A522;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;1,7916;;;
;915A523;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;915A524;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;1,5205;;;
;915A845;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;915A846;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;915A847;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;1,5088;;;
;915A873;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;915A874;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;915A875;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;915A975;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;1,5088;;;
;915A976;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;2,9469;;;
;915B263;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;920A303;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;920A310;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;940A762;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;1,7681;;;
;940A763;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;2,0629;;;
;940A769;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;1,7681;;;
;940A770;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;940A830;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;1,5088;;;
;940A831;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0,2358;;;
;940A844;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;944A629;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;944A630;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;944A631;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;944A632;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;944A633;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;944A634;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;944A636;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;944A654;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;944A691;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;944A692;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;944A693;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;945A629;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;945A630;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;1,3556;;;
;945A631;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;945A632;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,2358;;;
;945A633;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;945A635;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;945A636;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;945A654;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;946A629;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;946A630;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;946A631;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;946A632;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;946A633;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;946A634;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;946A636;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;946A654;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;946A691;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;946A692;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;946A693;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;946A694;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;946A702;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;946A839;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;948A630;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;950869;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;950869KIT;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;950A548;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;950A548KIT;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;950A598;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;950A598KIT;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;950A610;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;950A610KIT;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;950A611;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;950A611KIT;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;950A612;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;950A613;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
